서울덕수초등학교,서울시 중구 퇴계로22길 17,02-735-7225 
답십리지구대,서울시 동대문구 답십리로41길 34,02-2245-4147 
영란여자중학교,서울시 중랑구 망우로73길  56,02-2209-0143
학교법인 인제학원 인당관,서울시 중구 동호로 202,02-2270-0977
전농1동주민센터,서울시 동대문구 서울시립대로9길 21,02-2171-6102
상계14동우체국,서울시 노원구 노원로 510,02-935-2623
천호중학교,서울시 강동구 상암로 153,02-470-7075
강남경희한방병원,서울시 강남구 영동대로 225,02-3457-9000
서울현대병원,서울시 강북구 도봉로 374,02-1588-6853
세이페병원,서울시 동대문구 한천로 49,02-2214-5100
예원요양센터,서울시 중랑구 용마산로 554,
해바라기어린이집,서울시 중랑구 봉우재로20길 45,02-491-2323
해원어린이집,서울시 강북구 도봉로76길 33,
연세정형외과,서울시 중랑구 면목로 220,02-2209-8275
돈암1동주민센터,서울시 성북구 정릉로 394,02-924-8612
홈플러스 시흥점,서울시 금천구 시흥대로 201,02-1557-3355
성산초등학교,서울시 마포구 양화로3길 94,02-334-1951
서울남산초등학교,서울시 중구 다산로 269,02-752-6842
강동초등학교,서울시 강동구 상암로14길 77,02-489-3215
우리은행,서울시 서대문구 통일로 195,
밀알학교,서울시 강남구 일원로 90,02-3412-1134
숭실대학교학생회관,서울시 동작구 매봉로 43,02-820-0114
서울시립대학교,서울시 동대문구 서울시립대로 163,02-6490-6114
아이레네해밀어린이집,서울시 강동구 동남로82길 29-8,02-427-5913
마천2동주민센터,서울시 송파구 마천로  287,02-2147-4150
돈암2동주민센터,서울시 성북구 흥천사길  7,02-926-5671
노량진1동주민센터,서울시 동작구 장승배기로28길 30,02-820-2984
웨딩코리아,서울시 용산구 한강대로 23,
양재동 aT센터(농수산물유통공사),서울시 서초구 양재동 232번지 aT센터,
신월1동주민센터,서울시 양천구 곰달래로1길 38,02-2620-4050
우이동주민센터,서울시 강북구 삼양로139길 49,02-901-2123
신정1동우체국,서울시 양천구 신월로 368,02-2649-2005
아티움,서울시 강남구 봉은사로  524,
CGV군자,서울시 광진구 능동로  289,1544-1122
신미림초등학교,서울시 구로구 신도림로 26,02-2676-8644
명일지구대,서울시 강동구 동남로 85,02-442-0112 
수서경찰서,서울시 강남구 테헤란로 114,02-459-0112
양평동 이노플렉스,서울시 영등포구 양산로 57-5,02-2675-0134
성서초등학교,서울시 마포구 성미산로7길 24,02-3141-9544
세브란스병원(일반병동),서울시 서대문구 연세로 50,02-1599-1004
삼성제일병원신관,서울시 중구 남대문로 81,
강북성모병원,서울시 서대문구 성산로  335,02-335-2277
미즈메디병원,서울시 강남구 도곡로 452,02-3467-3800
구로세무소,서울시 영등포구 경인로   778,02-2630-7200
참소망의원,서울시 강동구 천호옛길 48,
숭인우체국,서울시 종로구 지봉로 88,02-745-0917
키즈온어린이집,서울시 송파구 오금로23길  18,02-420-9135
정성어학원,서울시 강서구 공항대로  383,02-2063-3900
(주)박정어학원,서울시 강남구 논현로 843,02-547-0509
와세다 에듀학원(정빌딩),서울시 강남구 강남대로94길  13,02-554-3669
새한어린이집,서울시 송파구 도곡로62길 21,02-414-9363
신혜원어린이집,서울시 중랑구 상봉로12가길 1,02-432-8292
동아프라임밸리,서울시 영등포구 영등포로5길  19,02-3667-5757
세브란스새병원,서울시 서대문구 연세로 50,02-1599-1004
롯데백화점 관악점,서울시 관악구 봉천로  209,02-833-2500
월드할인마트,서울시 은평구 진흥로1길 28,02-384-1256
하이마트서초점,서울시 서초구 서초대로  289,02-534-7777
현대백화점,서울시 강남구 테헤란로 517,02-552-2233
홈플러스 동대문점,서울시 동대문구 천호대로 133,02-2173-8000
광희시장,서울시 중구 동호로20길  24,02-2238-4352
에이치큐브병원,서울시 도봉구 도봉로   604,02-900-2000
보람하이츠빌(보람유치원),서울시 광진구 뚝섬로52마길 70,02-453-2527
W저축은행,서울시 강남구 도곡로 414,02-3015-6030
한강로3가 마권장외발매소,서울시 용산구 청파로 52,
석관동주민센터,서울시 성북구 화랑로 296,02-957-4011
서래지구대,서울시 서초구 사평대로23길 23,02-534-0116
제기동우체국,서울시 동대문구 고산자로  476,02-968-2006
대곡초등학교,서울시 강남구 남부순환로 3022,02-565-1942
상암파출소(상암치안센터),서울시 마포구 매봉산로 76,02-309-9525
방이우체국,서울시 송파구 오금로  187,02-415-8295
연희제2동주민센터,서울시 서대문구 증가로  244,
한맘 플러스 병원,서울시 강남구 역삼로 509,02-3452-9912
동작전화국,서울시 동작구 등용로4길 139,02-815-2200/080-258-1037
유석초등학교,서울시 강서구 화곡로69길 9,02-3661-6718
연세대학교 어린이병원,서울시 서대문구 연세로 50,02-1599-1004
동신병원신관(동욱빌딩),서울시 서대문구 연희로 276,02-396-9161
하나 이비인후과 병원,서울시 강남구 역삼로 245,02-6925-1111
상천초등학교,서울시 노원구 덕릉로 443,02-938-0204
신천초등학교,서울시 송파구 올림픽로 215,02-422-0289
백산초등학교,서울시 금천구 시흥대로38길 78,02-802-6475
S . J 에반어학원,서울시 강서구 강서로12길  23-5,02-2693-0579
초등학교 수학학원(CMS),서울시 강남구 논현로175길 25,02-425-1209
일원동 우체국,서울시 강남구 양재대로55길 20,02-459-2500
동대문경찰서,서울시 동대문구 약령시로21길  29,02-968-0112
도봉경찰서,서울시 도봉구 노해로  403,02-906-0112
대륭포스트타워2차,서울시 구로구 디지털로  306,
청산입시학원(청산빌딩튼튼병원)G8-F2,서울시 강서구 화곡로  154,02-2603-9405
서울장례식장,서울시 금천구 서부샛길  732,02-868-5000
대성N학원,서울시 송파구 석촌호수로 130    ,070-8798-8889
은평중학교,서울시 은평구 갈현로17나길 12-1,02-382-3545
배화여자중학교,서울시 종로구 필운대로1길 34,02-725-6451
남명초등학교,서울시 양천구 중앙로23길 3,02-2607-5092
묵현초등학교,서울시 중랑구 동일로157길 75,02-977-9462
노원어린이도서관,서울시 노원구 한글비석로 346,02-933-7145
바둑학원,서울시 서대문구 명지대길  103,
내발산초등학교,서울시 강서구 강서로46길 23,02-3662-7565
강북세일학원,서울시 성북구 정릉로48길 13,02-934-3131
호암아트홀,서울시 중구 순화동 7 중앙일보사 건물 호암 아트홀,
두산아파트(면목7동우체국),서울시 중랑구 면목로37길 57,02-492-9560
대검찰청,서울시 서초구 반포대로 157,02-3480-2000
여의지구대,서울시 영등포구 여의공원로  119,
강남 S캠퍼스 강의실(한국벤쳐타워),서울시 강남구 강남대로78길 8,02-538-5464
언주중학교,서울시 강남구 선릉로116길 57,02-516-4884
고려사대부속고등학교,서울시 성북구 정릉로  161,02-914-7483
강남도서관,서울시 강남구 선릉로4길 30,02-3448-4741
문래중학교,서울시 영등포구 선유서로13길  6,02-6712-0700
강북중앙학원,서울시 성북구 개운사길 35,02-2070-0101
수락고등학교,서울시 노원구 동일로245길 143,070-8677-2106
풍성중학교,서울시 송파구 강동대로2길 27,02-2224-7700
국민은행건물,서울시 용산구 원효로  138,02-3273-6763
남대문경찰서,서울시 중구 퇴계로 303-9,02-778-0112
대성 D-POLIS 지식산업센터,서울시 금천구 서부샛길 606,
가양2동주민센터,서울시 강서구 허준로  93,02-2600-7825
보건복지부,서울시 종로구 율곡로 75,02-02-129
미양중고등학교,서울시 강북구 인수봉로 39,02-981-6872/02-982-6104
신상도초등학교,서울시 동작구 장승배기로 14,02-823-5461
백운중,서울시 도봉구 도봉로129길  50,02-998-4035
MD병원,서울시 강남구 선릉로 832,02-542-0081
독산2동 주민센터,서울시 금천구 범안로 1240-7,02-2627-2505
초원어린이집,서울시 중랑구 용마산로125나길 15,02-2209-4546
송파청병원,서울시 송파구 백제고분로 488,02-2202-3114
서울청운초등학교,서울시 종로구 자하문로 105,02-737-0218
오즈의 마법사 유치원,서울시 강남구 헌릉로618길 14,02-3411-1081
옥수초등학교,서울시 성동구 금호로1길   25,02-2297-8623
대륭포스트타워1차,서울시 구로구 디지털로 288,
신상계초등학교,서울시 노원구 상계로 267,02-935-7095
경기대학교 실습실,서울시 서대문구 충정로7길 29-10,02-390-5114
흑석초등학교,서울시 동작구 현충로 87,02-815-3276
경기대학교(학생회관),서울시 서대문구 경기대로9길 24,02-390-5114
동대부속고등학교,서울시 동대문구 장안벚꽃로 201,02-6913-1577
국민건강보험공단,서울시 영등포구 당산로 238,1577-1000
잠원동주민센터,서울시 서초구 나루터로  38,02-2155-7532
IT프리미어타워,서울시 금천구 가산디지털1로  88,
STX V-TOWER,서울시 금천구 가산디지털1로 128,02-830-8114
서울시흥중학교,서울시 금천구 시흥대로38길 60,02-895-2301
동양고등학교,서울시 강서구 허준로 50,02-2657-0878
마리아병원,서울시 동대문구 천호대로 20,02-2250-5555
탑 메디칼센타,서울시 강동구 천호대로  1434,
신현초등학교,서울시 중랑구 봉화산로 188,02-3421-0142
역촌초등학교,서울시 은평구 은평로3길 25,02-352-2245
태릉마이크로병원,서울시 노원구 동일로 987,02-970-0900
서울 우신초등학교,서울시 영등포구 신길로 190,02-834-2258
동그라미 어린이집,서울시 강남구 양재대로53길 18,02-567-1606
서울자동차운전학원,서울시 강서구 남부순환로  222,02-2665-6961
광혜병원 종합건강검진센터,서울시 강남구 영동대로86길 9,02-538-7111
KT중랑지점,서울시 중랑구 봉우재로 54,080-258-1051
조동기 논술학원,서울시 송파구 마천로 35,02-424-0776
세검정초등학교,서울시 종로구 세검정로9길 1,02-379-3004
한양여자대학,서울시 성동구 왕십리로 222,02-2290-2114
송정중학교,서울시 강서구 남부순환로  121,02-2661-0478
광진초등학교,서울시 광진구 자양로40길 41,02-458-4693
온곡초등학교,서울시 노원구 한글비석로52길 59,02-937-7136
정곡초등학교,서울시 강서구 방화대로50길  22,02-2666-6442
송원초등학교,서울시 성동구 동일로43길 9,02-469-5074
전동중학교,서울시 동대문구 장안벚꽃로 291,02-2212-9265
수정유치원,서울시 송파구 위례성대로  28,
서강초등학교,서울시 마포구 독막로 113,02-334-2410
불암초등학교,서울시 노원구 중계로 178,02-932-5581
청운중학교,서울시 종로구 자하문로 136,02-737-0582
석관초등학교,서울시 성북구 돌곶이로22길 21,02-959-1391
노량진초등학교,서울시 동작구 장승배기로 160,02-815-1274
경일초등학교,서울시 성동구 뚝섬로  332,02-499-5225
강북메가스터디,서울시 노원구 노해로 459,02-935-3378
송중초등학교,서울시 강북구 오현로 9,02-985-1922
남대문중학교,서울시 성북구 한천로95길  28,02-942-3184
서울효요양병원,서울시 도봉구 삼양로  616,02-902-3294
강북중학교,서울시 강북구 한천로150길 67,02-999-4104
지앤비어학원,서울시 은평구 연서로 280,02-383-8114
태릉고등학교,서울시 중랑구 신내로23길 36,02-974-6251
수암초등학교,서울시 노원구 중계로12길 9,02-3392-4277
화양동주민센터,서울시 광진구 능동로17길 39,02-450-1515
스타밸리,서울시 금천구 디지털로9길  99,
BIZ.Center1차,서울시 구로구 디지털로33길 28,
강서교육청,서울시 양천구 월정로 269,02-2600-0900
성북보건소,서울시 성북구 화랑로 63,02-920-1948
영산어린이집,서울시 은평구 불광로3길 6,
독산3동 주민센터,서울시 금천구 독산로  317,02-2627-2507
명덕고등학교(본관원문관),서울시 강서구 강서로47길 34-10,02-2664-8818
